"scenario","replicate","method","success","error","positive_definite","condition_number"
"rich_design",2,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,2488.74721225646
"rich_design",2,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,655.026994442709
"standard",3,"recursive_gamma_poisson",TRUE,"",TRUE,2128.11666180412
"standard",3,"one_step_gamma_poisson",TRUE,"",TRUE,1569.61958796992
"standard",3,"one_step_shared_gamma_poisson",TRUE,"",TRUE,1561.07636829503
"standard",3,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,1665.41357082465
"standard",3,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,678.956378852337
"dense_profiles",3,"recursive_gamma_poisson",TRUE,"",TRUE,11016.8934592668
"dense_profiles",3,"one_step_gamma_poisson",TRUE,"",TRUE,6105.91961228743
"dense_profiles",3,"one_step_shared_gamma_poisson",TRUE,"",TRUE,6007.6311002197
"dense_profiles",3,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,5831.79419460784
"dense_profiles",3,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,1430.66781575734
"rich_design",3,"recursive_gamma_poisson",TRUE,"",TRUE,4435.99514219467
"rich_design",3,"one_step_gamma_poisson",TRUE,"",TRUE,2265.49615172302
"rich_design",3,"one_step_shared_gamma_poisson",TRUE,"",TRUE,1749.56075553784
"rich_design",3,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,2297.46202542901
"rich_design",3,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,903.880063059486
"standard",4,"recursive_gamma_poisson",TRUE,"",TRUE,11328.3714409592
"standard",4,"one_step_gamma_poisson",TRUE,"",TRUE,11327.2587308175
"standard",4,"one_step_shared_gamma_poisson",TRUE,"",TRUE,736.827879394575
"standard",4,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,994.527230104694
"standard",4,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,400.357054865697
"dense_profiles",4,"recursive_gamma_poisson",TRUE,"",TRUE,2203.62965730139
"dense_profiles",4,"one_step_gamma_poisson",TRUE,"",TRUE,1488.99829554222
"dense_profiles",4,"one_step_shared_gamma_poisson",TRUE,"",TRUE,1660.48695023544
"dense_profiles",4,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,1729.28612392851
"dense_profiles",4,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,1033.55786924966
"rich_design",4,"recursive_gamma_poisson",TRUE,"",TRUE,2260.21878794792
"rich_design",4,"one_step_gamma_poisson",TRUE,"",TRUE,1221.95737591738
"rich_design",4,"one_step_shared_gamma_poisson",TRUE,"",TRUE,1472.57568866404
"rich_design",4,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,1279.34226091612
"rich_design",4,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,576.741688185962
"standard",5,"recursive_gamma_poisson",TRUE,"",TRUE,1708.01132941599
"standard",5,"one_step_gamma_poisson",TRUE,"",TRUE,8454.12969309017
"standard",5,"one_step_shared_gamma_poisson",TRUE,"",TRUE,606.327482321063
"standard",5,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,1096.03337928709
"standard",5,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,976.650819398929
"dense_profiles",5,"recursive_gamma_poisson",TRUE,"",TRUE,7485.34946377156
"dense_profiles",5,"one_step_gamma_poisson",TRUE,"",TRUE,3520.37528561224
"dense_profiles",5,"one_step_shared_gamma_poisson",TRUE,"",TRUE,2937.33287582536
"dense_profiles",5,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,3513.20724201301
"dense_profiles",5,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,1509.90383295395
"rich_design",5,"recursive_gamma_poisson",TRUE,"",TRUE,5894.28926454619
"rich_design",5,"one_step_gamma_poisson",TRUE,"",TRUE,2187.05962158287
"rich_design",5,"one_step_shared_gamma_poisson",TRUE,"",TRUE,2308.70567641732
"rich_design",5,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,2248.62506322477
"rich_design",5,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,890.977928224657
"standard",6,"recursive_gamma_poisson",TRUE,"",TRUE,4166.93197493222
"standard",6,"one_step_gamma_poisson",TRUE,"",TRUE,1407.22498358042
"standard",6,"one_step_shared_gamma_poisson",TRUE,"",TRUE,1447.54931156311
"standard",6,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,1608.25312595084
"standard",6,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,669.725806368635
"dense_profiles",6,"recursive_gamma_poisson",TRUE,"",TRUE,2941.60448316631
"dense_profiles",6,"one_step_gamma_poisson",TRUE,"",TRUE,3708.09771088979
"dense_profiles",6,"one_step_shared_gamma_poisson",TRUE,"",TRUE,6764.5683637698
"dense_profiles",6,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,3721.73348715748
"dense_profiles",6,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,883.426011679793
"rich_design",6,"recursive_gamma_poisson",TRUE,"",TRUE,4359.0751536928
"rich_design",6,"one_step_gamma_poisson",TRUE,"",TRUE,1856.55423822315
"rich_design",6,"one_step_shared_gamma_poisson",TRUE,"",TRUE,1949.35918770791
"rich_design",6,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,1965.87609099342
"rich_design",6,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,1041.66432661133
"standard",7,"recursive_gamma_poisson",TRUE,"",TRUE,5120.90987573385
"standard",7,"one_step_gamma_poisson",TRUE,"",TRUE,3063.96649064441
"standard",7,"one_step_shared_gamma_poisson",TRUE,"",TRUE,2479.85608827841
"standard",7,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,2920.44453275366
"standard",7,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,739.342768892462
"dense_profiles",7,"recursive_gamma_poisson",TRUE,"",TRUE,13965.6733684565
"dense_profiles",7,"one_step_gamma_poisson",TRUE,"",TRUE,9490.03813443316
"dense_profiles",7,"one_step_shared_gamma_poisson",TRUE,"",TRUE,9482.68080963031
"dense_profiles",7,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,9520.60626818033
"dense_profiles",7,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,2327.31521010584
"rich_design",7,"recursive_gamma_poisson",TRUE,"",TRUE,6459.0674172899
"rich_design",7,"one_step_gamma_poisson",TRUE,"",TRUE,2014.86831148192
"rich_design",7,"one_step_shared_gamma_poisson",TRUE,"",TRUE,1570.42471562736
"rich_design",7,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,2501.68406364067
"rich_design",7,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,780.974541532692
"standard",8,"recursive_gamma_poisson",TRUE,"",FALSE,1706.7740210993
"standard",8,"one_step_gamma_poisson",TRUE,"",FALSE,749.939353647562
"standard",8,"one_step_shared_gamma_poisson",TRUE,"",TRUE,559.768580879183
"standard",8,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,1330.84600440127
"standard",8,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,447.415072673839
"dense_profiles",8,"recursive_gamma_poisson",TRUE,"",TRUE,4374.54606921726
"dense_profiles",8,"one_step_gamma_poisson",TRUE,"",TRUE,2157.04579257336
"dense_profiles",8,"one_step_shared_gamma_poisson",TRUE,"",TRUE,2752.92727111487
"dense_profiles",8,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,2188.61311638887
"dense_profiles",8,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,691.989691138212
"rich_design",8,"recursive_gamma_poisson",TRUE,"",TRUE,8912.77504436987
"rich_design",8,"one_step_gamma_poisson",TRUE,"",TRUE,2949.46932558747
"rich_design",8,"one_step_shared_gamma_poisson",TRUE,"",TRUE,2375.52484304088
"rich_design",8,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,2945.84417980708
"rich_design",8,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,1068.04970422053
"standard",9,"recursive_gamma_poisson",TRUE,"",TRUE,7775.56892734193
"standard",9,"one_step_gamma_poisson",TRUE,"",TRUE,1169.53447520159
"standard",9,"one_step_shared_gamma_poisson",TRUE,"",TRUE,1193.01183307372
"standard",9,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,1346.91743556072
"standard",9,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,469.787047262888
"dense_profiles",9,"recursive_gamma_poisson",TRUE,"",TRUE,2503.68336923751
"dense_profiles",9,"one_step_gamma_poisson",TRUE,"",TRUE,1057.77381364261
"dense_profiles",9,"one_step_shared_gamma_poisson",TRUE,"",TRUE,948.209240312638
"dense_profiles",9,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,1267.1419368655
"dense_profiles",9,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,1029.82063788355
"rich_design",9,"recursive_gamma_poisson",TRUE,"",TRUE,4297.42335172411
"rich_design",9,"one_step_gamma_poisson",TRUE,"",TRUE,2016.20815158057
"rich_design",9,"one_step_shared_gamma_poisson",TRUE,"",TRUE,2356.97452439897
"rich_design",9,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,2017.55682867669
"rich_design",9,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,696.954838754484
"standard",10,"recursive_gamma_poisson",TRUE,"",TRUE,3877.46311869033
"standard",10,"one_step_gamma_poisson",TRUE,"",TRUE,1952.36788481631
"standard",10,"one_step_shared_gamma_poisson",TRUE,"",TRUE,1703.5108512921
"standard",10,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,2709.95948273006
"standard",10,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,1037.82385438834
"dense_profiles",10,"recursive_gamma_poisson",TRUE,"",TRUE,5070.14127039323
"dense_profiles",10,"one_step_gamma_poisson",TRUE,"",TRUE,1791.17581180394
"dense_profiles",10,"one_step_shared_gamma_poisson",TRUE,"",TRUE,1524.24145405633
"dense_profiles",10,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,1874.34347949336
"dense_profiles",10,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,940.615920954914
"rich_design",10,"recursive_gamma_poisson",TRUE,"",TRUE,2707.0668054849
"rich_design",10,"one_step_gamma_poisson",TRUE,"",TRUE,1533.27563352882
"rich_design",10,"one_step_shared_gamma_poisson",TRUE,"",TRUE,1762.42032317731
"rich_design",10,"one_step_gamma_poisson_shape_informed",TRUE,"",TRUE,1563.5092759761
"rich_design",10,"one_step_gamma_poisson_fixed_recruitment_slope",TRUE,"",TRUE,608.193683383824
