"data_id","borrowing","bias_multiplier","truth_name","replicate","task_id"
13,"full",0.75,"baseline",5,157
13,"full",0.25,"baseline",5,158
13,"robust",0.5,"baseline",5,159
13,"full",0,"baseline",5,160
13,"robust",0.25,"baseline",5,161
13,"none",NA,"baseline",5,162
13,"robust",1.5,"baseline",5,163
13,"full",0.5,"baseline",5,164
13,"robust",0.75,"baseline",5,165
13,"robust",1,"baseline",5,166
13,"full",1.5,"baseline",5,167
13,"robust",0,"baseline",5,168
13,"full",1,"baseline",5,169
14,"full",0.75,"low_survival",5,170
14,"full",0.25,"low_survival",5,171
14,"robust",0.25,"low_survival",5,172
14,"robust",1.5,"low_survival",5,173
14,"robust",0.75,"low_survival",5,174
14,"none",NA,"low_survival",5,175
14,"robust",1,"low_survival",5,176
14,"full",1.5,"low_survival",5,177
14,"full",0.5,"low_survival",5,178
14,"robust",0.5,"low_survival",5,179
14,"full",1,"low_survival",5,180
14,"robust",0,"low_survival",5,181
14,"full",0,"low_survival",5,182
15,"full",0.75,"flatter_fecundity",5,183
15,"none",NA,"flatter_fecundity",5,184
15,"robust",0.25,"flatter_fecundity",5,185
15,"full",1.5,"flatter_fecundity",5,186
15,"full",0.5,"flatter_fecundity",5,187
15,"robust",0.5,"flatter_fecundity",5,188
15,"robust",1,"flatter_fecundity",5,189
15,"full",0.25,"flatter_fecundity",5,190
15,"full",1,"flatter_fecundity",5,191
15,"robust",1.5,"flatter_fecundity",5,192
15,"robust",0.75,"flatter_fecundity",5,193
15,"robust",0,"flatter_fecundity",5,194
15,"full",0,"flatter_fecundity",5,195
16,"robust",0.25,"baseline",6,196
16,"full",0.75,"baseline",6,197
16,"none",NA,"baseline",6,198
16,"full",0,"baseline",6,199
16,"full",1.5,"baseline",6,200
16,"robust",1,"baseline",6,201
16,"robust",1.5,"baseline",6,202
16,"robust",0.5,"baseline",6,203
16,"full",0.25,"baseline",6,204
16,"full",1,"baseline",6,205
16,"full",0.5,"baseline",6,206
16,"robust",0,"baseline",6,207
16,"robust",0.75,"baseline",6,208
17,"robust",0.25,"low_survival",6,209
17,"full",1.5,"low_survival",6,210
17,"robust",1,"low_survival",6,211
17,"none",NA,"low_survival",6,212
17,"robust",0.75,"low_survival",6,213
17,"full",0,"low_survival",6,214
17,"full",1,"low_survival",6,215
17,"robust",1.5,"low_survival",6,216
17,"full",0.75,"low_survival",6,217
17,"full",0.25,"low_survival",6,218
17,"robust",0.5,"low_survival",6,219
17,"robust",0,"low_survival",6,220
17,"full",0.5,"low_survival",6,221
18,"full",1.5,"flatter_fecundity",6,222
18,"robust",0.25,"flatter_fecundity",6,223
18,"full",0.25,"flatter_fecundity",6,224
18,"full",0,"flatter_fecundity",6,225
18,"full",0.5,"flatter_fecundity",6,226
18,"robust",0.75,"flatter_fecundity",6,227
18,"full",0.75,"flatter_fecundity",6,228
18,"robust",0,"flatter_fecundity",6,229
18,"robust",1,"flatter_fecundity",6,230
18,"none",NA,"flatter_fecundity",6,231
18,"full",1,"flatter_fecundity",6,232
18,"robust",0.5,"flatter_fecundity",6,233
18,"robust",1.5,"flatter_fecundity",6,234
19,"full",0.25,"baseline",7,235
19,"full",0,"baseline",7,236
19,"none",NA,"baseline",7,237
19,"full",0.5,"baseline",7,238
19,"robust",0.25,"baseline",7,239
19,"robust",0.5,"baseline",7,240
19,"full",0.75,"baseline",7,241
19,"robust",0.75,"baseline",7,242
19,"robust",0,"baseline",7,243
19,"robust",1.5,"baseline",7,244
19,"full",1.5,"baseline",7,245
19,"robust",1,"baseline",7,246
19,"full",1,"baseline",7,247
20,"full",0.75,"low_survival",7,248
20,"full",0,"low_survival",7,249
20,"none",NA,"low_survival",7,250
20,"robust",1.5,"low_survival",7,251
20,"full",0.25,"low_survival",7,252
20,"robust",1,"low_survival",7,253
20,"robust",0.25,"low_survival",7,254
20,"full",0.5,"low_survival",7,255
20,"robust",0.75,"low_survival",7,256
20,"full",1,"low_survival",7,257
20,"full",1.5,"low_survival",7,258
20,"robust",0.5,"low_survival",7,259
20,"robust",0,"low_survival",7,260
21,"robust",1,"flatter_fecundity",7,261
21,"full",0.25,"flatter_fecundity",7,262
21,"robust",0.25,"flatter_fecundity",7,263
21,"full",0.75,"flatter_fecundity",7,264
21,"full",0.5,"flatter_fecundity",7,265
21,"robust",0,"flatter_fecundity",7,266
21,"none",NA,"flatter_fecundity",7,267
21,"full",1,"flatter_fecundity",7,268
21,"full",1.5,"flatter_fecundity",7,269
21,"robust",0.75,"flatter_fecundity",7,270
21,"full",0,"flatter_fecundity",7,271
21,"robust",0.5,"flatter_fecundity",7,272
21,"robust",1.5,"flatter_fecundity",7,273
22,"full",0.25,"baseline",8,274
22,"full",0.75,"baseline",8,275
22,"robust",0,"baseline",8,276
22,"none",NA,"baseline",8,277
22,"robust",0.25,"baseline",8,278
22,"robust",0.5,"baseline",8,279
22,"robust",1.5,"baseline",8,280
22,"full",0,"baseline",8,281
22,"full",0.5,"baseline",8,282
22,"full",1.5,"baseline",8,283
22,"robust",1,"baseline",8,284
22,"robust",0.75,"baseline",8,285
22,"full",1,"baseline",8,286
23,"full",0.25,"low_survival",8,287
23,"robust",0.5,"low_survival",8,288
23,"robust",0,"low_survival",8,289
23,"full",0.5,"low_survival",8,290
23,"full",0.75,"low_survival",8,291
23,"full",0,"low_survival",8,292
23,"robust",1.5,"low_survival",8,293
23,"robust",0.25,"low_survival",8,294
23,"robust",1,"low_survival",8,295
23,"full",1,"low_survival",8,296
23,"robust",0.75,"low_survival",8,297
23,"full",1.5,"low_survival",8,298
23,"none",NA,"low_survival",8,299
24,"full",0.75,"flatter_fecundity",8,300
24,"robust",0.5,"flatter_fecundity",8,301
24,"full",0.25,"flatter_fecundity",8,302
24,"full",0,"flatter_fecundity",8,303
24,"robust",0.25,"flatter_fecundity",8,304
24,"full",1.5,"flatter_fecundity",8,305
24,"robust",1,"flatter_fecundity",8,306
24,"robust",0,"flatter_fecundity",8,307
24,"robust",1.5,"flatter_fecundity",8,308
24,"none",NA,"flatter_fecundity",8,309
24,"full",1,"flatter_fecundity",8,310
24,"robust",0.75,"flatter_fecundity",8,311
24,"full",0.5,"flatter_fecundity",8,312
25,"full",0.25,"baseline",9,313
25,"robust",0.5,"baseline",9,314
25,"full",0.5,"baseline",9,315
25,"full",0,"baseline",9,316
25,"full",0.75,"baseline",9,317
25,"robust",0.25,"baseline",9,318
25,"none",NA,"baseline",9,319
25,"robust",1,"baseline",9,320
25,"robust",0,"baseline",9,321
25,"robust",1.5,"baseline",9,322
25,"robust",0.75,"baseline",9,323
25,"full",1,"baseline",9,324
25,"full",1.5,"baseline",9,325
26,"full",0.25,"low_survival",9,326
26,"robust",0.5,"low_survival",9,327
26,"robust",0.75,"low_survival",9,328
26,"robust",1,"low_survival",9,329
26,"full",1.5,"low_survival",9,330
26,"full",0.75,"low_survival",9,331
26,"robust",0.25,"low_survival",9,332
26,"full",0,"low_survival",9,333
26,"full",1,"low_survival",9,334
26,"none",NA,"low_survival",9,335
26,"robust",1.5,"low_survival",9,336
26,"full",0.5,"low_survival",9,337
26,"robust",0,"low_survival",9,338
27,"robust",0.25,"flatter_fecundity",9,339
27,"full",0.25,"flatter_fecundity",9,340
27,"robust",1.5,"flatter_fecundity",9,341
27,"full",0.75,"flatter_fecundity",9,342
27,"full",0.5,"flatter_fecundity",9,343
27,"full",1.5,"flatter_fecundity",9,344
27,"none",NA,"flatter_fecundity",9,345
27,"full",0,"flatter_fecundity",9,346
27,"full",1,"flatter_fecundity",9,347
27,"robust",1,"flatter_fecundity",9,348
27,"robust",0,"flatter_fecundity",9,349
27,"robust",0.75,"flatter_fecundity",9,350
27,"robust",0.5,"flatter_fecundity",9,351
28,"robust",0.25,"baseline",10,352
28,"full",0.25,"baseline",10,353
28,"none",NA,"baseline",10,354
28,"robust",0.75,"baseline",10,355
28,"full",1,"baseline",10,356
28,"full",0.5,"baseline",10,357
28,"robust",0,"baseline",10,358
28,"robust",1,"baseline",10,359
28,"full",0,"baseline",10,360
28,"full",0.75,"baseline",10,361
28,"full",1.5,"baseline",10,362
28,"robust",1.5,"baseline",10,363
28,"robust",0.5,"baseline",10,364
29,"full",0,"low_survival",10,365
29,"robust",1.5,"low_survival",10,366
29,"none",NA,"low_survival",10,367
29,"robust",1,"low_survival",10,368
29,"robust",0.75,"low_survival",10,369
29,"robust",0,"low_survival",10,370
29,"robust",0.5,"low_survival",10,371
29,"full",1.5,"low_survival",10,372
29,"robust",0.25,"low_survival",10,373
29,"full",0.5,"low_survival",10,374
29,"full",0.25,"low_survival",10,375
29,"full",0.75,"low_survival",10,376
29,"full",1,"low_survival",10,377
30,"none",NA,"flatter_fecundity",10,378
30,"robust",0.75,"flatter_fecundity",10,379
30,"full",0.25,"flatter_fecundity",10,380
30,"full",0.75,"flatter_fecundity",10,381
30,"robust",0.25,"flatter_fecundity",10,382
30,"full",0,"flatter_fecundity",10,383
30,"robust",0,"flatter_fecundity",10,384
30,"robust",0.5,"flatter_fecundity",10,385
30,"full",1.5,"flatter_fecundity",10,386
30,"full",0.5,"flatter_fecundity",10,387
30,"robust",1,"flatter_fecundity",10,388
30,"robust",1.5,"flatter_fecundity",10,389
30,"full",1,"flatter_fecundity",10,390
31,"robust",0.75,"baseline",11,391
31,"full",0.75,"baseline",11,392
31,"robust",1.5,"baseline",11,393
31,"robust",0.5,"baseline",11,394
31,"robust",0.25,"baseline",11,395
31,"full",0,"baseline",11,396
31,"robust",0,"baseline",11,397
31,"full",0.25,"baseline",11,398
31,"none",NA,"baseline",11,399
31,"full",0.5,"baseline",11,400
31,"full",1,"baseline",11,401
31,"full",1.5,"baseline",11,402
31,"robust",1,"baseline",11,403
32,"robust",0.25,"low_survival",11,404
32,"none",NA,"low_survival",11,405
32,"full",0,"low_survival",11,406
32,"robust",1.5,"low_survival",11,407
32,"full",0.25,"low_survival",11,408
32,"full",1.5,"low_survival",11,409
32,"robust",0.75,"low_survival",11,410
32,"robust",0.5,"low_survival",11,411
32,"robust",0,"low_survival",11,412
32,"robust",1,"low_survival",11,413
32,"full",0.5,"low_survival",11,414
32,"full",0.75,"low_survival",11,415
32,"full",1,"low_survival",11,416
33,"robust",0.25,"flatter_fecundity",11,417
33,"full",0.25,"flatter_fecundity",11,418
33,"none",NA,"flatter_fecundity",11,419
33,"full",0.5,"flatter_fecundity",11,420
33,"robust",0,"flatter_fecundity",11,421
33,"full",1.5,"flatter_fecundity",11,422
33,"robust",0.75,"flatter_fecundity",11,423
33,"robust",1.5,"flatter_fecundity",11,424
33,"robust",0.5,"flatter_fecundity",11,425
33,"robust",1,"flatter_fecundity",11,426
33,"full",0,"flatter_fecundity",11,427
33,"full",0.75,"flatter_fecundity",11,428
33,"full",1,"flatter_fecundity",11,429
34,"full",1.5,"baseline",12,430
34,"none",NA,"baseline",12,431
34,"robust",1,"baseline",12,432
34,"robust",0.75,"baseline",12,433
34,"robust",0.5,"baseline",12,434
34,"full",0.75,"baseline",12,435
34,"robust",0.25,"baseline",12,436
34,"robust",1.5,"baseline",12,437
34,"full",1,"baseline",12,438
34,"full",0.25,"baseline",12,439
34,"full",0.5,"baseline",12,440
34,"robust",0,"baseline",12,441
34,"full",0,"baseline",12,442
35,"robust",0.5,"low_survival",12,443
35,"none",NA,"low_survival",12,444
35,"robust",0,"low_survival",12,445
35,"robust",0.25,"low_survival",12,446
35,"robust",0.75,"low_survival",12,447
35,"full",0,"low_survival",12,448
35,"full",0.75,"low_survival",12,449
35,"robust",1.5,"low_survival",12,450
35,"robust",1,"low_survival",12,451
35,"full",0.25,"low_survival",12,452
35,"full",1,"low_survival",12,453
35,"full",1.5,"low_survival",12,454
35,"full",0.5,"low_survival",12,455
36,"robust",0.25,"flatter_fecundity",12,456
36,"full",0.75,"flatter_fecundity",12,457
36,"robust",0.5,"flatter_fecundity",12,458
36,"full",0.25,"flatter_fecundity",12,459
36,"robust",1.5,"flatter_fecundity",12,460
36,"full",1,"flatter_fecundity",12,461
36,"full",0,"flatter_fecundity",12,462
36,"robust",0,"flatter_fecundity",12,463
36,"none",NA,"flatter_fecundity",12,464
36,"robust",1,"flatter_fecundity",12,465
36,"full",1.5,"flatter_fecundity",12,466
36,"robust",0.75,"flatter_fecundity",12,467
36,"full",0.5,"flatter_fecundity",12,468
37,"robust",0.75,"baseline",13,469
37,"full",0.25,"baseline",13,470
37,"robust",1.5,"baseline",13,471
37,"robust",0,"baseline",13,472
37,"full",0.75,"baseline",13,473
37,"robust",0.25,"baseline",13,474
37,"full",0,"baseline",13,475
37,"full",1.5,"baseline",13,476
37,"robust",1,"baseline",13,477
37,"none",NA,"baseline",13,478
37,"robust",0.5,"baseline",13,479
37,"full",0.5,"baseline",13,480
37,"full",1,"baseline",13,481
38,"full",0.25,"low_survival",13,482
38,"robust",1,"low_survival",13,483
38,"full",0,"low_survival",13,484
38,"robust",0,"low_survival",13,485
38,"robust",0.25,"low_survival",13,486
38,"none",NA,"low_survival",13,487
38,"full",1.5,"low_survival",13,488
38,"robust",0.75,"low_survival",13,489
38,"robust",0.5,"low_survival",13,490
38,"full",0.75,"low_survival",13,491
38,"full",0.5,"low_survival",13,492
38,"full",1,"low_survival",13,493
38,"robust",1.5,"low_survival",13,494
39,"robust",1,"flatter_fecundity",13,495
39,"none",NA,"flatter_fecundity",13,496
39,"full",0,"flatter_fecundity",13,497
39,"full",0.25,"flatter_fecundity",13,498
39,"robust",0.5,"flatter_fecundity",13,499
39,"full",0.75,"flatter_fecundity",13,500
39,"full",1.5,"flatter_fecundity",13,501
39,"robust",1.5,"flatter_fecundity",13,502
39,"full",0.5,"flatter_fecundity",13,503
39,"robust",0.75,"flatter_fecundity",13,504
39,"robust",0.25,"flatter_fecundity",13,505
39,"full",1,"flatter_fecundity",13,506
39,"robust",0,"flatter_fecundity",13,507
40,"none",NA,"baseline",14,508
40,"full",0.75,"baseline",14,509
40,"full",0.5,"baseline",14,510
40,"robust",0.5,"baseline",14,511
40,"full",0.25,"baseline",14,512
40,"robust",1,"baseline",14,513
40,"robust",0.25,"baseline",14,514
40,"full",0,"baseline",14,515
40,"full",1,"baseline",14,516
40,"full",1.5,"baseline",14,517
40,"robust",0.75,"baseline",14,518
40,"robust",0,"baseline",14,519
40,"robust",1.5,"baseline",14,520
41,"none",NA,"low_survival",14,521
41,"full",1,"low_survival",14,522
41,"full",0.75,"low_survival",14,523
41,"full",0,"low_survival",14,524
41,"full",0.25,"low_survival",14,525
41,"robust",0.25,"low_survival",14,526
41,"full",1.5,"low_survival",14,527
41,"full",0.5,"low_survival",14,528
41,"robust",0,"low_survival",14,529
41,"robust",1,"low_survival",14,530
41,"robust",0.75,"low_survival",14,531
41,"robust",0.5,"low_survival",14,532
41,"robust",1.5,"low_survival",14,533
42,"full",1.5,"flatter_fecundity",14,534
42,"robust",0,"flatter_fecundity",14,535
42,"none",NA,"flatter_fecundity",14,536
42,"robust",1,"flatter_fecundity",14,537
42,"full",0.75,"flatter_fecundity",14,538
42,"robust",0.25,"flatter_fecundity",14,539
42,"full",1,"flatter_fecundity",14,540
42,"full",0.5,"flatter_fecundity",14,541
42,"robust",0.5,"flatter_fecundity",14,542
42,"full",0.25,"flatter_fecundity",14,543
42,"full",0,"flatter_fecundity",14,544
42,"robust",0.75,"flatter_fecundity",14,545
42,"robust",1.5,"flatter_fecundity",14,546
43,"robust",0.5,"baseline",15,547
43,"robust",0.25,"baseline",15,548
43,"full",1.5,"baseline",15,549
43,"full",0.25,"baseline",15,550
43,"robust",1,"baseline",15,551
43,"full",0.75,"baseline",15,552
43,"full",0,"baseline",15,553
43,"robust",0,"baseline",15,554
43,"full",1,"baseline",15,555
43,"full",0.5,"baseline",15,556
43,"none",NA,"baseline",15,557
43,"robust",0.75,"baseline",15,558
43,"robust",1.5,"baseline",15,559
44,"robust",0.25,"low_survival",15,560
44,"robust",1,"low_survival",15,561
44,"robust",0.5,"low_survival",15,562
44,"robust",0.75,"low_survival",15,563
44,"full",0.25,"low_survival",15,564
44,"full",1.5,"low_survival",15,565
44,"full",0,"low_survival",15,566
44,"none",NA,"low_survival",15,567
44,"robust",0,"low_survival",15,568
44,"full",1,"low_survival",15,569
44,"full",0.75,"low_survival",15,570
44,"full",0.5,"low_survival",15,571
44,"robust",1.5,"low_survival",15,572
45,"full",0.25,"flatter_fecundity",15,573
45,"robust",1,"flatter_fecundity",15,574
45,"full",1.5,"flatter_fecundity",15,575
45,"robust",0.75,"flatter_fecundity",15,576
45,"none",NA,"flatter_fecundity",15,577
45,"full",0,"flatter_fecundity",15,578
45,"full",1,"flatter_fecundity",15,579
45,"full",0.5,"flatter_fecundity",15,580
45,"robust",0.5,"flatter_fecundity",15,581
45,"full",0.75,"flatter_fecundity",15,582
45,"robust",0.25,"flatter_fecundity",15,583
45,"robust",1.5,"flatter_fecundity",15,584
45,"robust",0,"flatter_fecundity",15,585
46,"robust",1,"baseline",16,586
46,"none",NA,"baseline",16,587
46,"robust",0.75,"baseline",16,588
46,"full",0.5,"baseline",16,589
46,"robust",0.5,"baseline",16,590
46,"full",0.75,"baseline",16,591
46,"full",0.25,"baseline",16,592
46,"full",1.5,"baseline",16,593
46,"robust",1.5,"baseline",16,594
46,"robust",0.25,"baseline",16,595
46,"full",0,"baseline",16,596
46,"robust",0,"baseline",16,597
46,"full",1,"baseline",16,598
47,"none",NA,"low_survival",16,599
47,"full",0.75,"low_survival",16,600
47,"full",0.5,"low_survival",16,601
47,"full",0.25,"low_survival",16,602
47,"robust",1,"low_survival",16,603
47,"robust",1.5,"low_survival",16,604
47,"full",1.5,"low_survival",16,605
47,"full",0,"low_survival",16,606
47,"full",1,"low_survival",16,607
47,"robust",0.25,"low_survival",16,608
47,"robust",0.5,"low_survival",16,609
47,"robust",0,"low_survival",16,610
47,"robust",0.75,"low_survival",16,611
48,"none",NA,"flatter_fecundity",16,612
48,"robust",0.25,"flatter_fecundity",16,613
48,"robust",1.5,"flatter_fecundity",16,614
48,"full",0.75,"flatter_fecundity",16,615
48,"full",0.25,"flatter_fecundity",16,616
48,"robust",1,"flatter_fecundity",16,617
48,"full",1.5,"flatter_fecundity",16,618
48,"full",0.5,"flatter_fecundity",16,619
48,"robust",0,"flatter_fecundity",16,620
48,"full",1,"flatter_fecundity",16,621
48,"full",0,"flatter_fecundity",16,622
48,"robust",0.75,"flatter_fecundity",16,623
48,"robust",0.5,"flatter_fecundity",16,624
49,"none",NA,"baseline",17,625
49,"robust",0.25,"baseline",17,626
49,"full",1.5,"baseline",17,627
49,"full",1,"baseline",17,628
49,"robust",0.5,"baseline",17,629
49,"full",0.75,"baseline",17,630
49,"full",0.25,"baseline",17,631
49,"robust",0.75,"baseline",17,632
49,"full",0.5,"baseline",17,633
49,"robust",0,"baseline",17,634
49,"robust",1.5,"baseline",17,635
49,"robust",1,"baseline",17,636
49,"full",0,"baseline",17,637
50,"none",NA,"low_survival",17,638
50,"robust",0.5,"low_survival",17,639
50,"robust",0.25,"low_survival",17,640
50,"robust",0,"low_survival",17,641
50,"robust",1,"low_survival",17,642
50,"full",0.75,"low_survival",17,643
50,"full",0,"low_survival",17,644
50,"robust",0.75,"low_survival",17,645
50,"full",1,"low_survival",17,646
50,"full",1.5,"low_survival",17,647
50,"full",0.5,"low_survival",17,648
50,"full",0.25,"low_survival",17,649
50,"robust",1.5,"low_survival",17,650
51,"none",NA,"flatter_fecundity",17,651
51,"robust",1,"flatter_fecundity",17,652
51,"robust",0.25,"flatter_fecundity",17,653
51,"full",0,"flatter_fecundity",17,654
51,"full",0.25,"flatter_fecundity",17,655
51,"full",1.5,"flatter_fecundity",17,656
51,"robust",0.75,"flatter_fecundity",17,657
51,"robust",0,"flatter_fecundity",17,658
51,"full",1,"flatter_fecundity",17,659
51,"robust",0.5,"flatter_fecundity",17,660
51,"full",0.75,"flatter_fecundity",17,661
51,"full",0.5,"flatter_fecundity",17,662
51,"robust",1.5,"flatter_fecundity",17,663
52,"robust",1,"baseline",18,664
52,"full",0.25,"baseline",18,665
52,"robust",0.75,"baseline",18,666
52,"robust",0.25,"baseline",18,667
52,"full",0.75,"baseline",18,668
52,"none",NA,"baseline",18,669
52,"full",0,"baseline",18,670
52,"full",0.5,"baseline",18,671
52,"robust",0.5,"baseline",18,672
52,"full",1,"baseline",18,673
52,"full",1.5,"baseline",18,674
52,"robust",1.5,"baseline",18,675
52,"robust",0,"baseline",18,676
53,"none",NA,"low_survival",18,677
53,"full",0.25,"low_survival",18,678
53,"full",0.75,"low_survival",18,679
53,"full",0.5,"low_survival",18,680
53,"robust",0.5,"low_survival",18,681
53,"robust",0.25,"low_survival",18,682
53,"full",0,"low_survival",18,683
53,"robust",1.5,"low_survival",18,684
53,"robust",0.75,"low_survival",18,685
53,"robust",1,"low_survival",18,686
53,"full",1.5,"low_survival",18,687
53,"robust",0,"low_survival",18,688
53,"full",1,"low_survival",18,689
54,"full",0.25,"flatter_fecundity",18,690
54,"full",0.75,"flatter_fecundity",18,691
54,"robust",0.5,"flatter_fecundity",18,692
54,"robust",1.5,"flatter_fecundity",18,693
54,"robust",0,"flatter_fecundity",18,694
54,"full",0,"flatter_fecundity",18,695
54,"full",1.5,"flatter_fecundity",18,696
54,"robust",0.75,"flatter_fecundity",18,697
54,"full",0.5,"flatter_fecundity",18,698
54,"robust",1,"flatter_fecundity",18,699
54,"none",NA,"flatter_fecundity",18,700
54,"full",1,"flatter_fecundity",18,701
54,"robust",0.25,"flatter_fecundity",18,702
55,"full",0.75,"baseline",19,703
55,"robust",0.25,"baseline",19,704
55,"full",0,"baseline",19,705
